cluster,title,x,y,keywords
4,"Frequently Asked Questions About OIG Audits, Evaluations and Inspections",-0.681098348608,-0.264201254985,"providing, economic, trade, business, audits, export"
4,Frequently Asked Questions About OIG Investigations,-0.548044635301,-0.215064619176,"providing, economic, trade, business, audits, export"
3,"System for Monitoring, Determining, and Reporting Directional Spectra of Ocean Surface Waves in Near Realtime from a Moored Buoy",0.176806882991,0.548131088248,"weather, radar, ocean, gis, observations, use"
4,System and Method for Providing Vertical Profile Measurements of Atmospheric Gases,0.488986096572,0.566974298594,"providing, economic, trade, business, audits, export"
3,Simultaneous Differential Polarimetric Measurements and Co-Polar Correlation Coefficient Measurement,-0.707716470357,-0.0636319996558,"weather, radar, ocean, gis, observations, use"
3,Stepped Electric Field Detector,-0.0642120004526,0.421068494397,"weather, radar, ocean, gis, observations, use"
4,DNA Sampling Hook,-0.0630528186432,-0.655423191975,"providing, economic, trade, business, audits, export"
4,Detection of Transient Signals in Doppler Spectra,-0.0423139332835,-0.554260914622,"providing, economic, trade, business, audits, export"
2,Method of Storing Raster Image in Run Lengths Having Variable Numbers of Bytes and Medium with Raster Image Thus Stored,-0.234723302773,-0.370238820012,"patented, file, week, containing, trademark, applications"
4,Atmospheric Sondes and Method for Tracking,0.16084268427,0.668577033888,"providing, economic, trade, business, audits, export"
4,Combination N-Way Power Divider/Combiner and Noninvasive Reflected Power Detection,-0.428416660042,-0.594075124429,"providing, economic, trade, business, audits, export"
2,"Trademark Registration Multi-Page TIFF Images (1870 - July 30, 2013)",-0.64971497091,0.443724324815,"patented, file, week, containing, trademark, applications"
2,Patent Grant Optical Character Recognition (OCR) Text (1920 - 1979),-0.664355577645,0.35587514492,"patented, file, week, containing, trademark, applications"
2,Patent Application Publication Bibliographic (2001 - Present),-0.641621292098,0.262661563432,"patented, file, week, containing, trademark, applications"
2,Trademark Daily Applications Images 24 Hour Box (XML/TIFF/JPEG),-0.710570292799,0.163224243599,"patented, file, week, containing, trademark, applications"
2,"Trademark Daily/XML (Applications, Assignments, and TTAB)",-0.70281405636,0.190428238392,"patented, file, week, containing, trademark, applications"
2,Trademark Trial and Appeal Board (TTAB) XML (1955 - Present),-0.720909370115,0.211556591203,"patented, file, week, containing, trademark, applications"
2,PRIVATE Patent Application Information Retrieval (PAIR),-0.549660495276,0.126300645957,"patented, file, week, containing, trademark, applications"
2,USPTO Economic Research Datasets (UERD) Trademark Assignments,-0.764481178293,0.142320419871,"patented, file, week, containing, trademark, applications"
2,Patenting Activity Breakout By Geographic Origin (State and Country),-0.466541570412,0.238402532906,"patented, file, week, containing, trademark, applications"
2,USPTO Economic Research Datasets (UERD) Trademark Case Files Dataset,-0.7144165639,0.131228231472,"patented, file, week, containing, trademark, applications"
2,Patent Application Publication Data/XML (2001 - Present),-0.638321647722,0.296543870398,"patented, file, week, containing, trademark, applications"
2,PUBLIC Patent Application Information Retrieval (PAIR) Extracts (2001 - Present),-0.57566793552,0.17983022942,"patented, file, week, containing, trademark, applications"
2,Patent Classification Bimonthly Files,-0.546399269996,0.445585311093,"patented, file, week, containing, trademark, applications"
2,Master Classification File (MCF) / Patent Grant (Patent Grant Sequence) (02/2015 - 12/2015 (bimonthly)),-0.517354241553,0.434732207254,"patented, file, week, containing, trademark, applications"
2,Patent Grant Data/XML (2001 - Present),-0.635723145854,0.30862949024,"patented, file, week, containing, trademark, applications"
2,Trademark Assignment XML (1980 - Present),-0.725461748166,0.203923131365,"patented, file, week, containing, trademark, applications"
2,Trademark Application XML (1884 - Present),-0.686173188224,0.175143027242,"patented, file, week, containing, trademark, applications"
2,"Patent Grant Single-Page TIFF Images (July 31, 1790 - Present)",-0.625774076981,0.378893143528,"patented, file, week, containing, trademark, applications"
2,Patent Application Publication Full Text (2001 - Present),-0.647001673657,0.270567931817,"patented, file, week, containing, trademark, applications"
2,"Precedential Opinions, Informative Opinions, and Final Decisions of the Patent Trial and Appeal Board",-0.626365832014,0.101057458605,"patented, file, week, containing, trademark, applications"
2,Patenting by Geographic Origin (State and Country) - Breakout By Organization,-0.474411690421,0.212970372403,"patented, file, week, containing, trademark, applications"
2,"Patent Grant Maintenance Fee Events (September 1, 1981 - Present)",-0.561255574431,0.351820185631,"patented, file, week, containing, trademark, applications"
2,Patent Assignment XML (1980 - Present),-0.704327892952,0.235105439016,"patented, file, week, containing, trademark, applications"
2,"Index to U.S. Patent Classification (a.k.a., Classification Index File) (02/2015 - 12/2015 (bimonthly))",-0.522691346286,0.490085000287,"patented, file, week, containing, trademark, applications"
2,Master Classification File (MCF) / Patent Appl (Patent Appl Sequence) (02/2015 - 12/2015 (bimonthly)),-0.52087876204,0.458316198456,"patented, file, week, containing, trademark, applications"
2,List/Roster of Active Patent Attorneys and Agents with Licenses to Practice before the USPTO,-0.329915956248,0.107741951528,"patented, file, week, containing, trademark, applications"
2,Patent Grant Full Text (1976 - Present),-0.608307910701,0.294030809054,"patented, file, week, containing, trademark, applications"
2,Patent Grant Multi-Page TIFF Images (1790 - Present),-0.614376212352,0.402662220033,"patented, file, week, containing, trademark, applications"
2,"Manual of Classification (a.k.a., Classification Text Attribute File (CTAF)) (02/2015 - 12/2015 (bimonthly))",-0.531705854918,0.486928600226,"patented, file, week, containing, trademark, applications"
2,Patent Application Publication Multi-Page TIFF Images (2001 - Present),-0.62842999048,0.404827216413,"patented, file, week, containing, trademark, applications"
2,"Patent Application Publication Single-Page TIFF Images (March 15, 2001 - Present)",-0.640768275986,0.403304896343,"patented, file, week, containing, trademark, applications"
2,Master Classification File (MCF) / Patent Grant (Classification Sequence) (02/2015 - 12/2015 (bimonthly)),-0.514771039471,0.441923872648,"patented, file, week, containing, trademark, applications"
2,Patent Grant Bibliographic Text (1976 - Present),-0.60511040822,0.294234179263,"patented, file, week, containing, trademark, applications"
2,Image File Wrapper (IFW) Petition Decisions (January 2003 - April 2012),-0.69144005735,0.290845257682,"patented, file, week, containing, trademark, applications"
4,NTIS Database,-0.172142817058,0.224524606886,"providing, economic, trade, business, audits, export"
0,Almanac API - Parameters,-0.254702258459,0.725310971402,"api, return, geography, api, geography, type"
0,Almanac API - Ranking by Geography Type within a State,-0.263146893274,0.658418463594,"api, return, geography, api, geography, type"
0,Geography Lookup API - By Geography Type,-0.0754710313848,0.767367802719,"api, return, geography, api, geography, type"
0,Speed Test API - By Geography Type and Geography Name,-0.202951151723,0.716849288349,"api, return, geography, api, geography, type"
0,Speed Test API - By Geography Type and Geography ID,-0.195418434613,0.715034391239,"api, return, geography, api, geography, type"
0,Demographics API - by Coordinates,-0.15698594191,0.761081255549,"api, return, geography, api, geography, type"
0,Geography Lookup API - By Geography Type within a State,-0.0887745002882,0.747534991537,"api, return, geography, api, geography, type"
0,Community Anchor Institutions API - By Geography Type and Geography ID,0.0110239523164,0.738341459115,"api, return, geography, api, geography, type"
0,Wireline Broadband API,-0.165115823385,0.594479286617,"api, return, geography, api, geography, type"
0,Speed Test API - Minimum and Maximum Quartile speeds by Geography Type,-0.122828998414,0.728665899324,"api, return, geography, api, geography, type"
0,Wireless Broadband API,-0.166030297538,0.594308358049,"api, return, geography, api, geography, type"
0,Geography Lookup API - By name of specific Geography Type within a State,-0.0887745002882,0.747534991537,"api, return, geography, api, geography, type"
0,Speed Test API - Nation,-0.0173263743899,0.617030004022,"api, return, geography, api, geography, type"
0,Almanac API - Ranking by Geography ID within a State,-0.263413604577,0.642455363371,"api, return, geography, api, geography, type"
0,Geography Lookup API - by Geography ID,-0.0904053243094,0.769113357816,"api, return, geography, api, geography, type"
0,Community Anchor Institutions API - By Geography Type and Geography Name,0.017481822502,0.735873623333,"api, return, geography, api, geography, type"
0,Demographics API - By Geography Type and Geography ID,-0.163184188473,0.726034429438,"api, return, geography, api, geography, type"
0,Demographics API - By Geography Type and Geography Name,-0.151325826542,0.723519325471,"api, return, geography, api, geography, type"
0,Geography Lookup API - By Geography Type and Geography Name,-0.0983820043544,0.763201629153,"api, return, geography, api, geography, type"
0,Community Anchor Institutions API - Nation,0.0750394526851,0.634151497783,"api, return, geography, api, geography, type"
0,Demographics API - Nation,-0.0626888082318,0.678706997829,"api, return, geography, api, geography, type"
0,Broadband Provider API - all Providers,0.0258378036248,0.684417796854,"api, return, geography, api, geography, type"
0,Census API - By Geography Name,-0.0840090833999,0.718299113588,"api, return, geography, api, geography, type"
0,Census API - By Coordinates,-0.157429620313,0.651863396306,"api, return, geography, api, geography, type"
4,Broadband Technologies Opportunities Program (BTOP) and Broadband Initiatives Program (BIP) Applications Database,0.0980774561704,0.726225217663,"providing, economic, trade, business, audits, export"
0,Broadband Provider API - by Provider Name,0.0258378036249,0.684417796854,"api, return, geography, api, geography, type"
0,Broadband Summary API - Nation,-0.0382944697324,0.565234509233,"api, return, geography, api, geography, type"
0,Almanac API - Ranking by Geography Type within the Nation,-0.245057340308,0.640132599858,"api, return, geography, api, geography, type"
0,Broadband Summary API - By Geography Type and Geography ID,-0.0842028748195,0.641146867707,"api, return, geography, api, geography, type"
0,Almanac API - Ranking by Geography ID within the Nation,-0.272221076806,0.661519682264,"api, return, geography, api, geography, type"
4,BTOP Map,-0.212136305815,0.177670971414,"providing, economic, trade, business, audits, export"
4,NOAA National Weather Service-Ocean Prediction Center Atlantic Analysis,0.441545832069,0.669092488996,"providing, economic, trade, business, audits, export"
4,NOAA National Weather Service - Atlantic and Pacific Marine Forecast,-0.379045087211,-0.672496626171,"providing, economic, trade, business, audits, export"
3,Geospatial display of current weather radar images (RIDGE Weather Radar),-0.121449248722,0.492909034019,"weather, radar, ocean, gis, observations, use"
3,Past Atlantic Storm Tracks,-0.365752893686,0.417674712475,"weather, radar, ocean, gis, observations, use"
3,Storm Prediction Report,0.160763573159,-0.312722341016,"weather, radar, ocean, gis, observations, use"
3,Past East Pacific Storm Tracks,-0.368660736488,0.430935120987,"weather, radar, ocean, gis, observations, use"
3,NOAA National Weather Service - Ocean Prediction Center Wave Hight GRIB-GRIB2,0.0594975976833,0.463104753819,"weather, radar, ocean, gis, observations, use"
3,National Operational Hydrologic Remote Sensing Center (NOHRSC) Snow Water Equivalents,-0.249261601118,0.411045637351,"weather, radar, ocean, gis, observations, use"
4,National Status and Trends: Bioeffects Program - Massachusetts Bay Summary Database,0.0185517415301,0.2313852956,"providing, economic, trade, business, audits, export"
3,Severe Weather Data (SVRGIS) GIS Data - County Warning Area,-0.265256268458,0.343024292198,"weather, radar, ocean, gis, observations, use"
3,Observed/Forecast River Conditions,-0.464498968516,-0.539862411398,"weather, radar, ocean, gis, observations, use"
3,"Tornado Tracks and Icons, 1950-2006",-0.276598174212,0.342682527504,"weather, radar, ocean, gis, observations, use"
3,Geographical Information System Graphical Database of Tornados 1950-2006,-0.242326100139,0.300442458009,"weather, radar, ocean, gis, observations, use"
3,"Database of Tornado, Large Hail, and Damaging Wind Reports, 1950-2006",-0.279211921507,0.339251375784,"weather, radar, ocean, gis, observations, use"
3,Next Generation Radar (NEXRAD) Locations,-0.196528646034,0.40089319784,"weather, radar, ocean, gis, observations, use"
4,U.S.-Sub-Saharan Trade Report/Profile,-0.22693594816,-0.43717738538,"providing, economic, trade, business, audits, export"
4,State Reports,-0.297437913573,-0.695007597347,"providing, economic, trade, business, audits, export"
4,Softwood Lumber Subsidies Report,0.0620955714249,-0.484845285297,"providing, economic, trade, business, audits, export"
4,Small & Medium-Sized Exporting Companies: Statistical Overview,-0.340333234016,0.00466856663944,"providing, economic, trade, business, audits, export"
4,Online list of antidumping and antisubsidy (countervailing duty) measures involving U.S. exports,-0.599817964771,-0.212411846435,"providing, economic, trade, business, audits, export"
4,Electronic Subsidies Enforcement Library,-0.44160661368,-0.643522670244,"providing, economic, trade, business, audits, export"
4,Import Administration Policy Bulletins,0.40929596307,-0.676039183154,"providing, economic, trade, business, audits, export"
4,Manufacturing Biweekly Update,-0.419613386905,-0.120512055952,"providing, economic, trade, business, audits, export"
4,Metropolitan Export Series,-0.356731550942,-0.360119027841,"providing, economic, trade, business, audits, export"
4,FTZ Annual Report to Congress,-0.181830107926,-0.692866519337,"providing, economic, trade, business, audits, export"
4,Export Related Jobs,0.0100165119334,-0.597209464653,"providing, economic, trade, business, audits, export"
4,Online list of foreign safeguard measures involving U.S. exports,-0.622265450806,-0.192108793584,"providing, economic, trade, business, audits, export"
4,KORUS Industry-by-Industry Fact Sheet,0.224403347639,0.712579376338,"providing, economic, trade, business, audits, export"
4,Panama Industry Opportunity Reports,-0.0758998410352,-0.55979659602,"providing, economic, trade, business, audits, export"
4,Antidumping/Countervailing Duty Suspension Agreements and Other Bilateral Agreements administered by Import Administration,-0.70702533395,-0.0349025040004,"providing, economic, trade, business, audits, export"
4,Office of Textiles and Apparel Website,0.0486328816827,-0.616929868513,"providing, economic, trade, business, audits, export"
4,FTZ Manufacturing (T/IM) Database,-0.45493911073,0.603779715001,"providing, economic, trade, business, audits, export"
4,Foreign Trade Zone Board Federal Register Notices,0.378190811009,0.658409533494,"providing, economic, trade, business, audits, export"
4,Exporter Database,-0.295361698833,-0.0914027058306,"providing, economic, trade, business, audits, export"
4,Antidumping and Countervailing Duty Remand Redeterminations,0.298981437695,0.699170767472,"providing, economic, trade, business, audits, export"
4,FTA Tariff Tool,-0.527793123331,-0.0844816079178,"providing, economic, trade, business, audits, export"
4,Top U.S. Trade Partners,0.228827578447,-0.467397100896,"providing, economic, trade, business, audits, export"
4,Steel Import Monitoring and Analysis System (SIMA),0.156178755489,-0.450255202002,"providing, economic, trade, business, audits, export"
4,Panama State-by-State Fact Sheet,0.28866963363,0.669697557786,"providing, economic, trade, business, audits, export"
4,TradeStats Express,-0.141069862413,-0.472240278738,"providing, economic, trade, business, audits, export"
4,Antidumping and Countervailing Duty Federal Register Notices and Decision Memoranda,0.367969276733,-0.709726689461,"providing, economic, trade, business, audits, export"
4,State Imports,-0.119972621827,-0.592483235327,"providing, economic, trade, business, audits, export"
4,Renewable Energy and Energy Efficiency Exporters' Web Portal,-0.338823228281,-0.15120473982,"providing, economic, trade, business, audits, export"
4,Electric Current Worldwide,-0.254480365878,-0.722827326693,"providing, economic, trade, business, audits, export"
4,U.S. Trade Overview Presentation,-0.0868351312408,-0.505125775947,"providing, economic, trade, business, audits, export"
4,Online FTZ Information System (OFIS),-0.275041951712,0.155780157504,"providing, economic, trade, business, audits, export"
6,Census 2000 Census Tract Numbers Alabama through Montana,-0.241436949997,-0.612344268836,"census, block, census, tract, tabulated, tabulated"
9,ANSI (FIPS) Codes for Metropolitan and Micropolitan Statistical Areas,-0.1029725804,-0.725074788169,"states, government, statistics, district, local, survey"
6,Census 2000 Tabulation Block to 2010 Census Collection Block Relationship Files,-0.483050524309,-0.426488462457,"census, block, census, tract, tabulated, tabulated"
4,Current Population Survey Library Use Supplement,0.37455751559,0.458065839318,"providing, economic, trade, business, audits, export"
9,Current Population Survey School Enrollment Supplement,0.334201840239,-0.0833178829388,"states, government, statistics, district, local, survey"
4,Advance Report on Durable Goods-Manufacturers' Shipments and Orders (M3),-0.0196122980119,-0.198067695326,"providing, economic, trade, business, audits, export"
4,Advance Monthly Sales for Retail and Food Services,0.117443301249,-0.528220959605,"providing, economic, trade, business, audits, export"
7,2011 Small Area Health Insurance Estimates (SAHIE) Interactive Map Tool,-0.610986036997,-0.440807033223,"way, data, map, sahie, innovative, post-2005"
9,FIPS County Code Look-up Tool,0.180121898062,-0.537697926047,"states, government, statistics, district, local, survey"
6,Census 2000 Census Tract Numbers Nebraska through Wyoming,-0.241441730408,-0.612339443465,"census, block, census, tract, tabulated, tabulated"
4,LEHD Origin-Destination Employment Statistics (LODES),-0.347012166882,-0.457808026964,"providing, economic, trade, business, audits, export"
9,FIPS State Codes,0.403058614594,-0.364447346611,"states, government, statistics, district, local, survey"
4,Current Population Survey Fertility and Marital History Supplement (1995),0.533213834615,0.510491610511,"providing, economic, trade, business, audits, export"
8,2013 American Community Survey 1-year PUMS Population File,0.592540071043,-0.363567814233,"units, sampled, units, states, include, resident"
9,Quarterly Financial Report-Retail Trade,0.26744955143,0.48055536067,"states, government, statistics, district, local, survey"
4,County Business Patterns,-0.0874099368854,-0.165853726214,"providing, economic, trade, business, audits, export"
9,"Census 2000 American Indian Area, Alaska Native Area, and Hawaiian Home Land Entity Counts",0.333991852366,-0.155759751673,"states, government, statistics, district, local, survey"
9,Current Population Survey Voting and Registration Supplement,0.334983114767,-0.00750063670617,"states, government, statistics, district, local, survey"
9,Quarterly Survey of Public Pensions,0.115154243327,0.122301747512,"states, government, statistics, district, local, survey"
4,Population Estimates,0.255204903393,-0.575109736621,"providing, economic, trade, business, audits, export"
6,Census 2000 Tract Relationship Files,-0.270208915138,-0.640275898794,"census, block, census, tract, tabulated, tabulated"
4,Census 2000 Summary File 4 (SF4),0.45193561854,-0.28974587172,"providing, economic, trade, business, audits, export"
6,Tallies of Census Blocks by State or State Equivalent,-0.308374996971,-0.593381096911,"census, block, census, tract, tabulated, tabulated"
8,2009-2013 American Community Survey 5-year PUMS Housing File,0.592540071043,-0.363567814233,"units, sampled, units, states, include, resident"
6,Census 2000 Tabulation Geography Tallies,0.412238844894,-0.523699537847,"census, block, census, tract, tabulated, tabulated"
4,New Residential Sales,0.311295638283,-0.402114325643,"providing, economic, trade, business, audits, export"
5,2009 Small Area Health Insurance Estimates (SAHIE) Data,0.155728272078,-0.718817015187,"health, insurance, health, estimation, health, insurance"
6,Census 2000 Tabulation Block to 2010 Census Tabulation Block Relationship Files,-0.48305052431,-0.426488462454,"census, block, census, tract, tabulated, tabulated"
4,Current Population Survey Work Schedules Supplement,0.518394993306,0.441687032816,"providing, economic, trade, business, audits, export"
5,2010 Small Area Health Insurance Estimates (SAHIE) Interactive Map Tool,0.142800756914,-0.711087315054,"health, insurance, health, estimation, health, insurance"
4,Current Population Survey Unbanked/Underbanked Supplement,-0.424628239632,-0.0538904398573,"providing, economic, trade, business, audits, export"
4,Construction Price Indexes,0.42400509984,0.555402950615,"providing, economic, trade, business, audits, export"
8,2010-2012 American Community Survey 3-year PUMS Population File,0.592540071043,-0.363567814233,"units, sampled, units, states, include, resident"
8,2010-2012 American Community Survey 3-year PUMS Housing File,0.592540071043,-0.363567814233,"units, sampled, units, states, include, resident"
1,2006-2010 American Community Survey 5-Year PUMS Housing File,0.643739684245,0.147558816477,"survey, communities, communities, survey, collection, nationwide"
6,Current Subbarrio (Subminor Civil Division),0.585375277925,-0.21961030767,"census, block, census, tract, tabulated, tabulated"
4,Housing Unit Estimates,0.330018538949,-0.496687158509,"providing, economic, trade, business, audits, export"
4,Survey of Income and Program Participation (SIPP),0.718926211287,-0.171238928381,"providing, economic, trade, business, audits, export"
4,"Manufacturers' Shipments, Inventories, & Orders",-0.285292874621,-0.466832178426,"providing, economic, trade, business, audits, export"
1,2012 American Community Survey 1-year PUMS Housing File,0.631778613154,0.122709322042,"survey, communities, communities, survey, collection, nationwide"
4,Census 2000 Summary File 3 (SF3),0.351402451633,-0.334445345548,"providing, economic, trade, business, audits, export"
8,2011-2013 American Community Survey 3-year Estimates Summary File,0.592540071043,-0.363567814233,"units, sampled, units, states, include, resident"
8,2013 American Community Survey 1-year Estimates Summary File,0.592540071043,-0.363567814233,"units, sampled, units, states, include, resident"
6,Census 2000 Summary File 1 (SF1),0.248945187096,-0.231224050194,"census, block, census, tract, tabulated, tabulated"
4,Current Population Survey Volunteers Supplement,0.441369828949,0.463701903907,"providing, economic, trade, business, audits, export"
5,2011 Small Area Health Insurance Estimates (SAHIE) Data,0.147222359932,-0.720126748345,"health, insurance, health, estimation, health, insurance"
6,Census 2000 Collection Block to Census 2000 Tabulation Block Relationship File,-0.420512104083,-0.442822163637,"census, block, census, tract, tabulated, tabulated"
8,2013 American Community Survey 1-year PUMS Housing File,0.592540071043,-0.363567814233,"units, sampled, units, states, include, resident"
7,2010 Small Area Health Insurance Estimates (SAHIE) Interactive Data and Mapping Tool,-0.65736224857,-0.414514303507,"way, data, map, sahie, innovative, post-2005"
9,Small Area Income and Poverty Estimates (SAIPE),0.320140082377,-0.641898080355,"states, government, statistics, district, local, survey"
7,2012 Small Area Health Insurance Estimates (SAHIE) Interactive Map Tool,-0.604457207551,-0.450985656482,"way, data, map, sahie, innovative, post-2005"
0,Names from Census 1990,-0.3757137901,0.290080180144,"api, return, geography, api, geography, type"
9,New Incorporations and Disincorporations 2000-2010,0.303039083606,-0.686766746048,"states, government, statistics, district, local, survey"
9,Current Population Survey Annual Social and Economic Supplement,0.289046075328,-0.48702033028,"states, government, statistics, district, local, survey"
0,Names from Census 2000,-0.375701673401,0.289936367801,"api, return, geography, api, geography, type"
4,Current Population Survey Alimony and Child Support Supplement,0.15276457346,0.492730466776,"providing, economic, trade, business, audits, export"
9,"Census 2000 Tabulation Entity Counts of Voting Districts, State Legislative Districts, School Districts, Traffic Analysis Zones, and ZIP Code Tabulation Areas",-0.443647147219,-0.245644253467,"states, government, statistics, district, local, survey"
8,2012 American Community Survey 1-year Estimates Summary File,0.592540071043,-0.363567814233,"units, sampled, units, states, include, resident"
1,2006-2010 American Community Survey 5-year Estimates Summary File (Tracts and Block Groups Only),0.5927177566,0.231045247252,"survey, communities, communities, survey, collection, nationwide"
